user_id,movie_id,rating,max_progress_percent,favourite,in_watchlist,view_count,last_watched_at
11,357407,,43,0,1,1,2026-02-25 01:56:05.629754
11,1389,,84,0,1,3,2026-01-03 01:56:05.637908
11,20210,,84,0,0,1,2026-03-01 01:56:05.637908
11,20089,,81,0,0,8,2025-12-10 01:56:05.647803
11,9472,,89,0,1,1,2026-02-19 01:56:05.656932
11,6023,,23,0,0,1,2025-12-28 01:56:05.656932
11,5375,,97,0,0,8,2026-01-09 01:56:05.666353
11,594,,91,0,0,6,2026-02-18 01:56:05.670988
11,184098,,95,0,0,1,2025-12-03 01:56:05.679368
11,122930,,80,0,0,1,2026-01-02 01:56:05.686954
11,9067,,86,0,0,5,2026-02-15 01:56:05.688106
11,691853,,87,0,0,5,2026-03-06 01:56:05.697452
11,11970,,94,0,0,4,2026-03-16 01:56:05.708191
11,12508,,84,0,0,4,2026-01-02 01:56:05.715919
11,283827,,83,0,1,3,2026-03-22 01:56:05.719983
11,12614,,96,0,0,4,2026-01-05 01:56:05.728265
11,389015,,89,0,0,1,2025-10-14 01:56:05.736882
11,2897,,87,0,0,7,2025-10-21 01:56:05.744603
11,12721,,26,0,0,1,2026-01-25 01:56:05.744603
11,1299655,,88,0,1,6,2026-03-19 01:56:05.747825
11,14506,,20,0,0,1,2026-02-07 01:56:05.747825
11,50620,,89,0,1,3,2026-01-09 01:56:05.756782
11,94182,,86,0,0,6,2026-01-08 01:56:05.766121
11,398613,,81,0,0,6,2026-01-04 01:56:05.769732
11,64789,,81,0,0,2,2026-02-17 01:56:05.777987
12,10590,,81,0,0,7,2026-01-04 01:56:05.787146
12,3063,,85,0,1,8,2025-12-18 01:56:05.791024
12,289426,,92,0,0,1,2026-02-08 01:56:05.798204
12,1128655,,86,0,0,6,2025-11-13 01:56:05.807079
12,40390,,90,0,0,8,2025-12-02 01:56:05.810886
12,9703,,96,0,0,5,2025-10-11 01:56:05.819123
12,1223584,1.0,43,0,0,1,2025-12-17 01:56:05.819123
12,241254,,87,0,1,8,2025-12-16 01:56:05.826733
12,881164,,96,0,1,4,2025-12-21 01:56:05.834914
12,1381151,,48,0,1,1,2026-02-16 01:56:05.835926
12,341006,,27,0,0,1,2025-10-08 01:56:05.836944
12,1125311,,43,0,0,1,2026-02-04 01:56:05.836944
12,1170608,,81,0,0,1,2026-03-07 01:56:05.843308
12,664561,,19,0,0,1,2026-02-24 01:56:05.843308
12,1321624,,98,0,0,2,2026-01-10 01:56:05.851050
12,1381151,,83,0,0,3,2026-01-15 01:56:05.858202
12,428292,,92,0,0,4,2026-03-27 01:56:05.859254
12,1309725,,41,0,0,1,2025-12-16 01:56:05.859254
12,50433,,38,0,0,1,2026-03-05 01:56:05.859254
12,11426,,94,0,1,1,2025-11-07 01:56:05.866941
12,12101,,84,0,1,4,2025-11-01 01:56:05.877947
12,13186,,83,0,0,8,2026-03-24 01:56:05.883505
12,23966,,82,0,1,4,2025-12-18 01:56:05.891890
12,2395,,95,0,1,4,2025-12-30 01:56:05.897980
12,254128,,44,0,0,1,2025-12-03 01:56:05.900120
12,1907,,32,0,0,1,2026-01-21 01:56:05.900120
12,6278,,96,0,0,1,2026-02-06 01:56:05.906755
12,455207,,33,0,1,1,2025-11-01 01:56:05.908539
12,920708,,43,0,0,1,2025-10-25 01:56:05.908539
12,356905,,50,0,0,1,2026-03-04 01:56:05.908539
12,334137,,89,0,1,3,2026-02-03 01:56:05.908539
12,13056,,96,0,0,2,2026-03-28 01:56:05.917897
12,2034,,89,0,0,6,2026-03-12 01:56:05.926784
12,32629,,31,0,0,1,2026-02-03 01:56:05.926784
12,298312,,90,0,1,1,2026-01-20 01:56:05.936743
12,829,,91,0,0,8,2026-03-19 01:56:05.941548
12,11636,,83,0,0,3,2026-01-26 01:56:05.950004
12,136400,,89,0,1,5,2026-01-18 01:56:05.957023
12,799710,,93,0,0,3,2025-10-10 01:56:05.958078
12,1383089,,95,0,0,5,2026-02-08 01:56:05.967899
12,25087,1.0,33,0,0,1,2026-01-15 01:56:05.967899
12,26662,,90,0,0,1,2025-11-07 01:56:05.976766
12,21208,,85,0,0,5,2025-11-23 01:56:05.983110
12,1452,,81,0,0,8,2025-10-18 01:56:05.991378
13,38567,,37,0,0,1,2025-10-22 01:56:05.991378
13,9390,,40,0,0,1,2026-02-02 01:56:05.991378
13,553512,,10,0,1,1,2026-03-04 01:56:05.991378
13,837335,4.0,73,0,0,3,2026-03-11 01:56:05.999872
13,386591,,13,0,1,1,2026-02-27 01:56:05.999872
13,634429,,48,0,0,1,2026-02-19 01:56:05.999872
13,592983,,34,0,0,2,2026-02-03 01:56:06.007928
13,27022,,31,0,0,1,2026-01-19 01:56:06.007928
13,257091,,16,0,1,1,2026-02-08 01:56:06.007928
13,791177,,44,0,0,1,2025-12-21 01:56:06.007928
13,390043,,17,0,0,1,2025-11-14 01:56:06.007928
13,337170,,35,0,0,1,2025-10-30 01:56:06.007928
13,1317276,,41,0,0,1,2026-03-18 01:56:06.007928
13,382663,,40,0,0,3,2025-11-22 01:56:06.017152
13,10559,,32,0,0,1,2026-02-10 01:56:06.017152
13,392572,,24,0,0,1,2026-03-12 01:56:06.017152
13,1771,,44,0,0,1,2026-02-04 01:56:06.017152
13,284536,4.0,61,0,0,6,2025-12-11 01:56:06.028181
13,1481955,,62,0,0,6,2026-01-28 01:56:06.036909
13,597,,38,0,0,1,2025-10-09 01:56:06.036909
13,89458,2.0,65,0,1,5,2026-03-30 01:56:06.040804
13,30368,5.0,66,0,0,5,2026-02-15 01:56:06.049292
13,67344,,33,0,1,1,2026-01-11 01:56:06.049292
13,11886,,28,0,0,1,2025-10-21 01:56:06.049292
13,57157,4.0,38,0,0,1,2026-01-10 01:56:06.056937
13,1273,2.0,43,0,0,1,2026-01-19 01:56:06.056937
13,415214,,24,0,0,1,2026-01-08 01:56:06.056937
13,978592,,51,0,0,8,2025-10-26 01:56:06.068038
13,296096,,22,0,0,1,2026-02-28 01:56:06.068038
13,565388,,36,0,0,4,2026-02-15 01:56:06.076709
13,1003596,,41,0,0,1,2026-03-05 01:56:06.076709
13,15015,,48,0,0,1,2026-03-07 01:56:06.076709
13,1456349,,19,0,0,1,2026-03-20 01:56:06.081277
13,38950,,31,0,1,1,2026-01-15 01:56:06.081277
13,1443940,,52,0,0,5,2026-01-26 01:56:06.088185
13,15360,,40,0,0,1,2026-02-12 01:56:06.089738
13,1251284,,47,0,0,1,2025-11-04 01:56:06.089738
13,482706,,18,0,0,1,2026-02-08 01:56:06.089738
13,284,4.0,54,0,0,8,2025-12-13 01:56:06.097004
13,753091,,5,0,0,1,2026-01-10 01:56:06.098592
13,13207,,17,0,0,1,2025-12-19 01:56:06.098592
13,85889,,25,0,0,1,2026-02-15 01:56:06.098592
13,1186532,,28,0,0,1,2025-12-13 01:56:06.098592
13,10623,,26,0,1,1,2025-11-16 01:56:06.098592
13,505706,,44,0,0,1,2025-10-12 01:56:06.098592
13,10569,,9,0,0,1,2026-01-04 01:56:06.098592
13,9394,3.0,62,0,1,2,2025-12-15 01:56:06.106889
13,1570329,,12,0,0,1,2026-02-10 01:56:06.106889
13,356000,,32,0,0,1,2026-03-10 01:56:06.106889
13,289,4.0,47,0,0,3,2026-02-28 01:56:06.118126
13,62961,,46,0,0,6,2026-01-02 01:56:06.126191
13,6280,5.0,53,0,0,1,2026-02-20 01:56:06.131305
13,82679,,25,0,0,1,2026-01-05 01:56:06.131305
13,2749,,29,0,0,1,2025-12-01 01:56:06.131305
13,809140,,40,0,1,1,2026-03-20 01:56:06.131305
13,582,,5,0,0,1,2025-11-13 01:56:06.131305
13,244339,,15,0,1,1,2026-01-14 01:56:06.135942
13,560540,,42,0,0,1,2025-11-29 01:56:06.136974
13,637649,,75,0,0,4,2026-03-25 01:56:06.139692
13,273895,,49,0,0,7,2026-01-26 01:56:06.148018
13,58107,,80,0,0,5,2026-03-17 01:56:06.157858
13,12230,,7,0,0,1,2025-11-08 01:56:06.157858
13,9359,,22,0,0,1,2025-11-18 01:56:06.157858
14,1156594,,6,0,1,1,2025-11-01 01:56:06.157858
14,40805,,86,0,1,5,2026-01-24 01:56:06.167014
14,774370,1.0,24,0,0,1,2026-03-25 01:56:06.167014
14,217923,,100,0,1,8,2026-01-31 01:56:06.172837
14,36592,,84,0,1,4,2025-10-12 01:56:06.181163
14,10545,,98,0,0,1,2025-11-18 01:56:06.186735
14,804150,,94,0,1,1,2026-01-14 01:56:06.189357
14,420808,,14,0,0,1,2025-10-19 01:56:06.195911
14,18812,,89,0,0,2,2025-11-29 01:56:06.199019
14,755566,,81,0,0,3,2025-10-15 01:56:06.206987
14,359790,,46,0,0,1,2026-03-30 01:56:06.211049
14,335360,,98,0,0,6,2026-01-18 01:56:06.216712
14,346648,,80,0,0,6,2025-10-30 01:56:06.221990
14,3170,,98,0,0,1,2026-02-28 01:56:06.230222
14,438148,,85,0,0,3,2025-12-09 01:56:06.237916
14,1026227,,90,0,0,3,2025-10-07 01:56:06.246718
14,420808,,86,0,0,1,2025-12-14 01:56:06.256798
14,10589,,95,0,0,5,2025-12-28 01:56:06.266945
14,9392,,49,0,0,1,2026-01-17 01:56:06.268972
14,27581,,89,0,0,6,2026-02-11 01:56:06.278761
14,1243460,,90,0,0,4,2026-03-28 01:56:06.291951
14,397852,,80,0,0,4,2026-02-10 01:56:06.299008
14,120,,92,0,0,4,2026-01-26 01:56:06.311308
14,45892,,5,0,0,1,2026-03-29 01:56:06.311308
14,162747,,96,0,0,8,2025-11-05 01:56:06.319361
14,1181678,,84,0,0,1,2026-03-28 01:56:06.332236
14,1550797,,100,0,1,4,2026-03-27 01:56:06.340859
14,302081,,89,0,0,5,2026-01-08 01:56:06.349896
14,58553,,94,0,0,6,2025-11-08 01:56:06.358979
14,238713,,83,0,1,5,2025-10-24 01:56:06.368189
14,122583,,80,0,0,4,2025-12-02 01:56:06.376814
14,593,2.0,41,0,0,1,2025-11-13 01:56:06.383283
14,25095,,20,0,1,1,2026-01-05 01:56:06.386058
14,690846,,95,0,0,5,2025-11-15 01:56:06.399123
14,136799,,93,0,1,8,2025-12-29 01:56:06.408109
14,11178,2.0,49,0,0,1,2025-10-16 01:56:06.408109
14,6068,,40,0,0,1,2025-12-28 01:56:06.408109
14,44943,,20,0,0,1,2026-02-23 01:56:06.408109
14,579583,,91,0,0,4,2025-10-02 01:56:06.416692
14,729067,,100,0,1,1,2026-03-16 01:56:06.427198
14,308639,,87,0,0,2,2025-12-06 01:56:06.431269
14,17796,1.0,43,0,0,1,2025-12-13 01:56:06.431269
14,993784,,89,0,1,3,2026-03-22 01:56:06.439662
14,691853,,91,0,0,7,2026-03-15 01:56:06.447820
14,877269,,87,0,0,5,2026-01-22 01:56:06.457104
14,15567,,100,0,0,7,2026-02-14 01:56:06.458092
14,12573,,10,0,0,1,2025-10-14 01:56:06.464150
14,1570282,,94,0,1,8,2025-11-15 01:56:06.466745
14,113082,,87,0,0,7,2025-10-11 01:56:06.480686
14,513083,,95,0,0,7,2025-12-14 01:56:06.488753
14,10949,,97,0,0,5,2025-12-06 01:56:06.495888
14,15766,,96,0,0,6,2026-02-19 01:56:06.503171
14,66125,,94,0,0,4,2025-11-01 01:56:06.511947
14,1258509,,90,0,0,7,2025-10-28 01:56:06.518054
14,58233,,89,0,1,1,2026-02-02 01:56:06.526900
14,115223,,92,0,0,8,2026-01-02 01:56:06.529963
14,662708,,87,0,1,7,2025-10-06 01:56:06.538075
14,1300968,,37,0,1,1,2025-10-29 01:56:06.538075
14,18700,,100,0,1,6,2025-12-21 01:56:06.551065
14,928270,,40,0,0,1,2026-03-20 01:56:06.551065
14,209049,,81,0,0,5,2025-12-25 01:56:06.558145
14,1497036,,88,0,0,8,2025-11-09 01:56:06.566907
14,6439,,96,0,0,4,2026-03-22 01:56:06.570447
15,2926,,84,0,0,2,2025-10-16 01:56:06.577964
15,17360,,96,0,0,1,2026-02-10 01:56:06.587056
15,955666,,98,0,0,5,2026-03-25 01:56:06.602417
15,166013,,92,0,0,6,2025-10-19 01:56:06.610811
15,1302916,,89,0,1,3,2025-12-20 01:56:06.617104
15,12503,,93,0,0,8,2025-12-27 01:56:06.618889
15,664469,,100,0,0,6,2025-12-07 01:56:06.627908
15,50674,,100,0,0,3,2026-02-23 01:56:06.637009
15,21832,,93,0,0,6,2026-03-09 01:56:06.648084
15,1469141,,89,0,0,3,2026-01-26 01:56:06.656901
15,1594450,,87,0,0,3,2025-11-20 01:56:06.663538
15,12658,,82,0,0,1,2026-01-22 01:56:06.671776
15,609202,,87,0,0,4,2026-02-20 01:56:06.680136
15,12508,,85,0,1,2,2025-11-05 01:56:06.687781
15,768362,,95,0,1,6,2025-10-07 01:56:06.687781
15,2251,,98,0,0,6,2026-03-09 01:56:06.699513
15,9032,,82,0,0,6,2025-11-02 01:56:06.707766
15,568160,,93,0,0,3,2026-03-08 01:56:06.716744
15,499,,83,0,1,7,2025-11-10 01:56:06.725867
15,457332,,92,0,0,8,2026-01-19 01:56:06.731519
15,150,,98,0,0,7,2025-12-12 01:56:06.739815
15,38745,,98,0,0,1,2026-01-31 01:56:06.747985
15,271897,,87,0,0,3,2026-02-21 01:56:06.747985
15,240143,2.0,29,0,0,1,2025-10-24 01:56:06.756036
15,39106,,26,0,1,1,2026-03-13 01:56:06.757123
15,252279,,100,0,1,5,2026-03-17 01:56:06.758140
15,146216,,97,0,0,7,2026-01-08 01:56:06.766803
15,109526,,81,0,1,4,2025-11-01 01:56:06.777900
15,279,,6,0,1,1,2026-01-29 01:56:06.777900
15,1401586,,96,0,1,3,2026-03-08 01:56:06.787053
15,16314,,90,0,1,2,2026-03-01 01:56:06.796109
15,884063,,22,0,0,1,2026-02-13 01:56:06.796109
15,301502,,87,0,1,8,2025-12-17 01:56:06.799803
15,304139,,84,0,0,8,2026-01-15 01:56:06.806870
15,9425,,80,0,0,2,2025-11-04 01:56:06.817854
15,274167,,93,0,1,7,2026-03-07 01:56:06.826992
15,911430,,100,0,0,4,2026-01-30 01:56:06.830052
15,35019,,92,0,0,7,2026-02-03 01:56:06.837974
15,465595,,85,0,0,5,2025-12-12 01:56:06.847186
15,467824,,84,0,0,2,2025-11-26 01:56:06.855936
15,334298,,84,0,0,6,2025-11-21 01:56:06.862517
15,1572017,,80,0,1,1,2026-01-24 01:56:06.867059
15,238713,,13,0,0,1,2026-03-14 01:56:06.871117
15,1549508,,85,0,1,6,2025-11-19 01:56:06.876848
15,558915,,92,0,1,3,2025-11-10 01:56:06.879656
15,13682,,98,0,1,5,2025-11-25 01:56:06.887769
15,7942,,91,0,0,7,2026-01-24 01:56:06.897913
15,1433087,,100,0,1,7,2026-03-05 01:56:06.906153
15,1631,,81,0,0,6,2026-01-27 01:56:06.906803
15,1290182,,11,0,0,1,2025-11-22 01:56:06.906803
15,619264,,85,0,0,7,2025-11-27 01:56:06.917251
15,397415,,85,0,0,5,2026-03-10 01:56:06.927024
15,481836,,49,0,0,1,2026-01-18 01:56:06.927946
15,1485286,,80,0,0,2,2025-12-30 01:56:06.933503
15,727190,,22,0,0,1,2026-01-10 01:56:06.933503
15,641934,,87,0,0,5,2025-10-12 01:56:06.936673
15,239571,,5,0,0,1,2026-03-05 01:56:06.936673
15,10588,,99,0,0,7,2026-02-13 01:56:06.947946
15,613504,,88,0,1,7,2025-12-01 01:56:06.957132
15,123053,,93,0,0,8,2026-02-11 01:56:06.961978
15,447362,,25,0,0,1,2026-01-11 01:56:06.961978
15,597208,,94,0,0,4,2026-01-12 01:56:06.970539
15,82682,,96,0,0,5,2026-03-26 01:56:06.978947
15,1299537,,47,0,0,1,2025-11-13 01:56:06.978947
15,6575,,95,0,0,3,2026-01-06 01:56:06.988291
15,1284465,,16,0,0,1,2026-02-27 01:56:06.988291
15,11040,,86,0,0,1,2025-12-09 01:56:06.995944
15,209403,,92,0,0,5,2025-10-08 01:56:07.006157
16,467905,5.0,73,1,0,1,2026-01-08 01:56:07.013655
16,36630,,6,0,0,1,2025-10-02 01:56:07.013655
16,19995,5.0,94,1,0,4,2026-02-24 01:56:07.021703
16,162095,4.0,83,1,0,8,2025-12-08 01:56:07.027699
16,537116,4.0,73,1,0,7,2026-01-25 01:56:07.033792
16,26520,4.0,85,1,1,4,2026-02-10 01:56:07.041223
16,97375,5.0,79,1,0,7,2026-03-20 01:56:07.047759
16,9541,4.0,81,0,0,5,2025-10-09 01:56:07.057114
16,1729,4.0,95,1,0,1,2025-10-10 01:56:07.060630
16,81774,4.0,70,1,0,5,2026-02-15 01:56:07.068924
16,308531,4.0,84,1,1,8,2025-10-23 01:56:07.078351
16,674324,4.0,83,0,0,6,2026-03-15 01:56:07.086864
16,362682,,27,0,0,1,2026-03-23 01:56:07.086864
16,891584,5.0,79,1,1,5,2025-10-24 01:56:07.098262
16,9038,4.0,73,0,0,3,2025-12-14 01:56:07.106990
16,125513,,41,0,0,1,2025-11-04 01:56:07.106990
16,515902,4.0,75,1,0,4,2026-03-21 01:56:07.110019
16,3082,4.0,92,1,0,2,2025-10-15 01:56:07.117991
16,257,5.0,87,1,1,8,2025-12-05 01:56:07.130777
16,322240,2.0,5,0,0,1,2025-12-01 01:56:07.130777
16,92060,5.0,91,1,0,3,2026-03-16 01:56:07.138247
16,1735,4.0,95,0,0,5,2025-12-15 01:56:07.149111
16,87332,4.0,95,0,0,5,2025-11-03 01:56:07.159221
16,75174,,34,0,0,1,2025-10-17 01:56:07.159221
16,2137,4.0,92,1,0,1,2025-12-10 01:56:07.166879
16,1287571,5.0,88,1,1,6,2026-03-01 01:56:07.178063
16,78033,,45,0,0,1,2026-01-14 01:56:07.178063
16,41364,4.0,96,0,1,4,2026-02-23 01:56:07.186676
16,766475,5.0,87,1,0,5,2025-11-21 01:56:07.196130
16,184608,4.0,91,1,1,8,2026-03-06 01:56:07.200708
16,1043905,3.0,35,0,0,1,2025-11-07 01:56:07.200708
16,41161,5.0,94,1,0,6,2026-01-15 01:56:07.208841
16,63247,4.0,89,1,0,6,2026-02-07 01:56:07.218094
16,392160,5.0,79,1,0,7,2026-03-08 01:56:07.226754
16,434025,,28,0,0,1,2026-03-08 01:56:07.226754
16,519106,5.0,91,1,0,5,2026-01-18 01:56:07.233454
16,467169,5.0,95,1,0,3,2025-10-19 01:56:07.241946
16,429200,,50,0,0,1,2026-03-13 01:56:07.241946
16,675353,4.0,95,1,1,1,2025-11-15 01:56:07.248157
16,318541,4.0,82,1,0,1,2026-01-14 01:56:07.256872
16,446894,5.0,90,0,0,8,2026-01-30 01:56:07.258658
16,641909,5.0,94,1,1,8,2026-03-03 01:56:07.268181
16,1400784,5.0,85,1,0,7,2026-01-13 01:56:07.277093
16,353760,4.0,100,1,0,7,2025-12-26 01:56:07.286935
16,8676,4.0,77,0,1,2,2025-10-24 01:56:07.292311
16,9013,5.0,97,0,0,5,2025-12-02 01:56:07.301054
17,2668,,94,0,0,8,2026-01-30 01:56:07.309453
17,834,,96,0,1,8,2025-10-16 01:56:07.316945
17,1276073,,26,0,0,1,2025-11-17 01:56:07.316945
17,228066,,10,0,1,1,2025-11-07 01:56:07.318002
17,1048144,,94,0,0,7,2025-12-17 01:56:07.318002
17,146239,,85,0,0,6,2025-12-24 01:56:07.328068
17,1548,,93,0,0,1,2025-11-26 01:56:07.336737
17,82654,1.0,16,0,0,1,2026-03-15 01:56:07.342413
17,412869,,87,0,0,6,2026-01-22 01:56:07.347763
17,1452267,,88,0,1,2,2026-02-14 01:56:07.356732
17,9801,,97,0,0,2,2026-03-05 01:56:07.359292
17,466272,,99,0,0,2,2025-11-09 01:56:07.367952
17,47647,,91,0,0,2,2026-01-09 01:56:07.376899
17,241251,,15,0,0,1,2025-12-15 01:56:07.376899
17,239530,,42,0,1,1,2025-11-02 01:56:07.376899
17,22124,,99,0,0,5,2025-10-15 01:56:07.386743
17,84188,2.0,11,0,0,1,2026-01-27 01:56:07.386743
17,200145,,96,0,0,8,2026-02-09 01:56:07.397128
17,13151,,80,0,0,6,2025-10-27 01:56:07.401243
17,11474,,34,0,0,1,2025-10-04 01:56:07.401243
17,7095,,91,0,0,3,2026-02-22 01:56:07.408701
17,412013,,19,0,0,1,2026-03-20 01:56:07.408701
17,918,,23,0,1,1,2025-10-18 01:56:07.408701
17,2639,,93,0,0,4,2025-12-10 01:56:07.417905
17,368031,,38,0,0,1,2026-01-04 01:56:07.417905
17,13401,,89,0,0,4,2025-12-25 01:56:07.426952
17,637,,89,0,0,2,2026-02-12 01:56:07.432567
17,12665,,82,0,1,4,2025-11-14 01:56:07.440814
17,98894,,97,0,0,4,2025-11-05 01:56:07.448958
17,537061,,86,0,0,3,2025-12-24 01:56:07.457970
17,350,,92,0,0,5,2026-01-01 01:56:07.457970
17,129,,96,0,1,6,2025-11-11 01:56:07.466705
17,589304,,95,0,0,4,2025-10-07 01:56:07.477962
17,1231574,,85,0,0,4,2026-03-27 01:56:07.486810
17,476560,,17,0,0,1,2026-03-29 01:56:07.486810
17,1101383,,17,0,0,1,2025-11-11 01:56:07.486810
17,36568,,85,0,0,6,2025-11-08 01:56:07.489734
17,129875,,80,0,1,5,2026-01-31 01:56:07.501479
17,403899,,84,0,1,1,2025-12-20 01:56:07.506788
17,19123,,100,0,0,8,2025-11-08 01:56:07.517084
17,45453,,81,0,0,2,2026-01-26 01:56:07.522642
17,11335,,91,0,0,8,2026-03-27 01:56:07.531111
17,1301421,,100,0,0,5,2025-12-28 01:56:07.539189
17,13665,,81,0,0,3,2026-03-05 01:56:07.546795
17,236399,,22,0,0,1,2026-01-17 01:56:07.546795
17,809,,93,0,1,6,2025-11-30 01:56:07.554993
17,14522,,87,0,1,2,2026-03-04 01:56:07.557088
17,41779,,97,0,0,2,2025-11-17 01:56:07.568085
17,498402,,92,0,0,8,2026-03-26 01:56:07.576102
